latitude,longitude,brightness,frp,confidence,daynight,acq_date,anio,mes,hora,cluster,riesgo
16.95643,-98.20604,305.45,1.71,n,N,2024-04-25,2024,4,8,0,Bajo
18.10661,-91.88692,340.0,7.2,n,D,2024-05-14,2024,5,18,1,Alto
17.44187,-91.82444,329.26,1.91,n,D,2025-10-16,2025,10,19,1,Alto
19.39608,-104.42866,331.86,2.34,n,D,2023-06-07,2023,6,20,1,Alto
27.85402,-108.51453,305.65,2.27,n,N,2025-03-10,2025,3,8,0,Bajo
30.49968,-109.62783,298.1,0.73,n,N,2024-04-25,2024,4,8,0,Bajo
19.26321,-102.03735,323.49,2.19,n,N,2024-04-30,2024,4,8,0,Bajo
27.28712,-107.65559,329.3,115.13,n,N,2025-05-18,2025,5,8,2,Medio
17.90193,-93.18449,308.87,192.4,l,D,2025-04-25,2025,4,18,2,Medio
22.31076,-105.02857,334.77,3.63,l,D,2024-06-09,2024,6,20,2,Medio
20.93004,-101.28828,342.57,2.96,n,D,2025-04-03,2025,4,20,1,Alto
16.09192,-96.03436,367.0,20.22,h,D,2024-04-12,2024,4,20,1,Alto
17.89832,-93.18547,315.87,12.53,n,N,2025-07-24,2025,7,7,0,Bajo
18.14478,-91.01655,338.91,6.06,l,D,2025-05-31,2025,5,19,2,Medio
17.19442,-99.6039,308.61,1.61,n,N,2024-03-30,2024,3,8,0,Bajo
17.18228,-99.60851,333.09,5.1,n,D,2024-04-11,2024,4,20,1,Alto
20.60041,-102.01945,353.16,19.26,n,D,2025-03-13,2025,3,20,1,Alto
18.22605,-95.04132,331.73,5.09,n,D,2023-05-01,2023,5,18,1,Alto
22.05824,-104.81342,333.75,2.52,l,D,2024-06-09,2024,6,20,2,Medio
18.83903,-100.81927,304.99,0.94,n,N,2024-03-09,2024,3,8,0,Bajo
16.20075,-93.01085,339.5,7.55,n,D,2024-04-19,2024,4,19,1,Alto
17.1814,-95.69089,305.67,2.14,n,N,2024-05-26,2024,5,8,0,Bajo
23.73825,-106.23716,321.07,2.68,n,N,2023-05-10,2023,5,9,0,Bajo
22.35511,-97.87333,303.21,0.35,n,N,2023-03-10,2023,3,8,0,Bajo
18.35634,-91.06046,332.82,6.63,n,D,2023-04-26,2023,4,18,1,Alto
20.67776,-87.99684,335.9,5.72,n,D,2025-06-03,2025,6,18,1,Alto
17.90464,-93.19068,307.27,8.94,n,N,2024-01-03,2024,1,8,0,Bajo
19.5859,-90.09784,315.94,1.2,n,N,2025-02-10,2025,2,7,0,Bajo
17.40226,-96.40355,367.0,47.9,h,D,2023-05-06,2023,5,18,1,Alto
16.00218,-92.98318,330.47,3.15,n,N,2024-05-10,2024,5,7,0,Bajo
19.19257,-89.28535,367.0,6.04,h,D,2024-05-09,2024,5,18,1,Alto
18.87031,-97.66199,299.1,1.06,n,N,2024-07-20,2024,7,8,0,Bajo
21.2527,-88.15387,333.67,7.85,n,D,2025-06-09,2025,6,19,1,Alto
30.16417,-108.42251,367.0,6.55,h,N,2025-03-22,2025,3,8,0,Bajo
16.77964,-91.64448,339.45,2.31,n,D,2025-05-03,2025,5,19,1,Alto
18.04456,-99.98654,346.44,5.36,n,D,2024-04-28,2024,4,20,1,Alto
18.20226,-94.01189,348.21,6.35,n,N,2025-10-25,2025,10,8,1,Alto
28.21918,-108.61658,298.54,1.14,n,N,2025-03-06,2025,3,8,0,Bajo
17.20456,-93.61697,351.51,4.57,n,D,2023-04-20,2023,4,18,1,Alto
19.95725,-104.06033,343.48,3.9,n,D,2023-05-02,2023,5,20,1,Alto
22.87492,-100.02068,354.46,27.87,n,D,2025-04-06,2025,4,19,1,Alto
17.86966,-93.49763,310.54,1.6,n,N,2025-11-01,2025,11,8,0,Bajo
25.6818,-99.66516,344.65,6.08,n,D,2025-03-17,2025,3,19,2,Medio
16.89121,-97.28352,350.54,16.55,n,N,2025-04-14,2025,4,7,1,Alto
20.04887,-99.29228,328.83,4.0,n,N,2023-09-20,2023,9,8,0,Bajo
23.59893,-98.71218,336.58,5.69,n,D,2023-06-29,2023,6,20,2,Medio
21.47539,-104.3454,338.76,6.23,l,D,2024-05-13,2024,5,20,2,Medio
17.78231,-101.69831,336.82,7.91,n,D,2023-06-15,2023,6,19,1,Alto
19.52279,-89.5168,344.83,8.93,n,D,2025-04-25,2025,4,18,1,Alto
26.51217,-107.34359,301.38,0.44,n,N,2023-06-15,2023,6,8,0,Bajo
16.30518,-96.68755,367.0,209.64,h,D,2025-04-20,2025,4,18,1,Alto
15.90218,-92.44056,339.06,4.27,n,N,2023-05-10,2023,5,8,0,Bajo
19.30009,-89.18815,367.0,7.46,h,D,2024-05-09,2024,5,18,1,Alto
28.52284,-109.25433,345.94,4.63,n,D,2025-06-17,2025,6,20,2,Medio
19.32978,-101.05322,314.67,1.76,n,N,2023-04-20,2023,4,7,0,Bajo
20.08089,-89.383,338.7,3.71,n,D,2023-04-04,2023,4,18,1,Alto
32.5198,-116.7487,340.52,11.28,n,D,2023-07-17,2023,7,19,2,Medio
30.49687,-109.63122,350.58,20.78,n,D,2024-08-05,2024,8,19,2,Medio
19.83526,-103.33199,310.58,1.29,n,N,2024-04-20,2024,4,8,0,Bajo
22.27209,-105.10723,339.46,15.15,l,D,2025-05-27,2025,5,20,2,Medio
25.34947,-97.87017,349.93,6.91,n,D,2023-09-03,2023,9,19,2,Medio
19.82138,-104.87993,345.14,12.08,n,D,2024-06-09,2024,6,20,1,Alto
18.03449,-93.28281,336.73,4.45,l,D,2024-03-08,2024,3,19,2,Medio
22.3903,-98.35928,339.46,5.76,n,D,2025-10-04,2025,10,20,1,Alto
19.33414,-104.71229,351.29,19.62,n,D,2025-03-08,2025,3,20,1,Alto
17.87684,-92.48903,367.0,8.0,h,D,2025-03-30,2025,3,18,1,Alto
18.82914,-96.76717,333.64,2.52,n,D,2024-01-18,2024,1,20,1,Alto
16.63419,-92.7771,346.24,6.29,n,D,2024-03-25,2024,3,19,1,Alto
17.10466,-95.99187,338.7,3.96,n,D,2024-02-05,2024,2,19,1,Alto
20.52357,-100.92483,306.69,0.9,n,N,2024-08-06,2024,8,7,0,Bajo
29.74297,-108.43349,367.0,20.58,h,D,2025-05-26,2025,5,20,1,Alto
26.652,-107.4632,342.08,5.8,n,D,2023-05-11,2023,5,20,2,Medio
18.35066,-92.02486,343.35,4.96,n,D,2023-05-09,2023,5,19,1,Alto
16.93581,-99.85716,338.74,12.46,n,D,2023-03-04,2023,3,20,1,Alto
29.05057,-110.71528,304.18,0.6,n,N,2023-10-23,2023,10,9,0,Bajo
18.53642,-102.52695,334.1,6.78,n,D,2024-03-11,2024,3,20,1,Alto
18.20517,-94.00504,328.45,3.42,n,N,2024-12-05,2024,12,8,0,Bajo
15.89194,-93.55275,351.02,7.75,n,D,2024-02-25,2024,2,20,1,Alto
26.573,-107.36394,299.91,0.68,n,N,2024-05-10,2024,5,8,0,Bajo
18.96996,-97.96344,297.53,1.46,n,N,2023-11-10,2023,11,8,0,Bajo
19.38797,-89.2121,303.22,0.56,n,N,2025-07-15,2025,7,7,0,Bajo
17.89162,-93.1957,331.04,5.2,n,N,2024-04-28,2024,4,7,0,Bajo
15.82161,-91.97491,336.05,5.92,n,D,2025-04-15,2025,4,20,1,Alto
18.18271,-95.28989,319.67,1.52,n,N,2024-05-06,2024,5,8,0,Bajo
23.67222,-106.24815,342.45,6.97,l,D,2024-04-23,2024,4,20,2,Medio
16.09496,-90.56443,341.26,8.17,n,D,2025-09-29,2025,9,19,1,Alto
20.53358,-100.5164,344.39,3.95,n,D,2025-02-11,2025,2,20,1,Alto
17.0664,-92.10745,330.05,5.65,n,D,2023-04-20,2023,4,18,1,Alto
20.60995,-90.0042,340.05,10.18,l,D,2024-04-20,2024,4,19,2,Medio
19.93579,-89.68124,343.34,8.7,n,D,2024-04-20,2024,4,19,1,Alto
20.9645,-88.50558,336.45,3.36,n,D,2024-05-08,2024,5,18,1,Alto
29.96222,-108.15064,301.66,1.29,n,N,2024-05-10,2024,5,8,0,Bajo
19.70852,-100.32553,342.06,17.19,n,N,2025-05-03,2025,5,8,0,Bajo
18.05885,-94.91463,331.77,2.2,n,D,2023-04-15,2023,4,18,1,Alto
20.82089,-103.47504,351.22,4.7,n,D,2023-01-08,2023,1,20,1,Alto
17.03629,-99.59975,333.46,2.42,n,D,2024-06-26,2024,6,20,1,Alto
24.82406,-106.90386,310.26,1.1,n,N,2024-04-25,2024,4,8,0,Bajo
22.30992,-104.24688,367.0,5.96,h,D,2023-06-05,2023,6,19,1,Alto
22.01781,-98.96577,342.97,128.68,n,D,2025-03-15,2025,3,20,1,Alto
18.29549,-98.82343,316.27,1.23,n,N,2025-04-07,2025,4,8,0,Bajo
17.90172,-93.19084,319.82,35.86,n,N,2023-01-11,2023,1,6,0,Bajo
21.64524,-104.82912,340.75,4.09,n,D,2023-05-17,2023,5,20,2,Medio
18.57894,-100.49132,310.23,1.85,n,N,2023-05-02,2023,5,8,0,Bajo
29.8838,-108.20518,334.37,7.1,n,D,2025-05-20,2025,5,19,2,Medio
25.92509,-108.87436,335.8,1.68,n,D,2024-06-07,2024,6,19,2,Medio
22.30567,-105.30976,306.47,0.72,n,N,2025-05-08,2025,5,8,0,Bajo
20.08451,-101.80031,338.71,10.26,l,D,2025-04-20,2025,4,20,2,Medio
17.83469,-100.94991,340.17,18.62,n,D,2024-06-10,2024,6,20,1,Alto
20.04531,-99.29102,299.18,2.63,n,N,2023-03-01,2023,3,8,0,Bajo
19.52617,-103.44519,299.8,0.7,n,N,2024-04-17,2024,4,9,0,Bajo
18.96661,-88.641,331.25,2.85,l,D,2023-05-10,2023,5,19,2,Medio
20.72937,-98.47453,330.41,2.56,n,D,2024-05-08,2024,5,20,1,Alto
25.53009,-107.13871,339.46,4.82,n,D,2025-05-26,2025,5,20,2,Medio
19.48385,-88.58754,340.32,4.8,n,D,2023-05-10,2023,5,19,1,Alto
16.26073,-92.4207,342.71,10.93,n,D,2025-05-25,2025,5,19,1,Alto
21.98917,-101.2673,339.07,2.62,n,D,2025-11-05,2025,11,20,2,Medio
15.19018,-92.71309,333.61,3.99,n,D,2024-02-05,2024,2,19,1,Alto
20.04824,-99.28191,297.17,1.12,n,N,2024-07-08,2024,7,8,0,Bajo
18.99839,-100.94332,309.36,1.09,n,N,2024-04-04,2024,4,8,0,Bajo
18.77502,-100.50546,331.42,3.71,l,D,2024-05-13,2024,5,19,2,Medio
21.88328,-105.55611,335.29,4.72,n,D,2023-03-28,2023,3,21,2,Medio
17.46912,-98.45351,340.91,7.19,n,N,2024-03-26,2024,3,7,0,Bajo
29.77598,-108.67368,331.1,5.48,n,D,2025-05-03,2025,5,19,2,Medio
17.31985,-92.34306,331.86,3.42,l,D,2025-04-29,2025,4,19,2,Medio
21.43531,-87.94152,335.65,2.96,n,D,2023-05-22,2023,5,18,1,Alto
19.63118,-99.18109,300.49,0.78,n,N,2024-03-13,2024,3,8,0,Bajo
16.55087,-92.99607,304.62,0.75,n,N,2023-03-02,2023,3,8,0,Bajo
23.36858,-106.38245,346.26,14.99,n,D,2023-12-27,2023,12,20,2,Medio
19.20171,-90.12887,303.26,0.99,n,N,2023-04-09,2023,4,7,0,Bajo
25.12561,-107.0985,311.46,1.52,n,N,2025-05-01,2025,5,9,0,Bajo
29.90935,-108.19791,321.72,4.7,n,N,2025-05-20,2025,5,8,0,Bajo
26.05794,-98.10114,298.08,0.61,n,N,2025-03-17,2025,3,8,0,Bajo
21.74296,-97.81236,340.47,9.68,n,D,2025-05-17,2025,5,20,1,Alto
17.99847,-92.89185,322.34,2.26,n,N,2024-04-13,2024,4,7,0,Bajo
32.48603,-116.42115,353.98,43.31,n,D,2023-11-05,2023,11,20,2,Medio
16.76595,-92.42624,341.38,4.14,n,D,2023-03-24,2023,3,19,1,Alto
25.6425,-107.3017,338.87,3.92,l,D,2023-05-28,2023,5,20,2,Medio
19.94569,-105.14613,330.32,9.95,n,D,2025-05-25,2025,5,19,2,Medio
20.09079,-104.8101,301.97,1.83,n,N,2025-05-27,2025,5,7,0,Bajo
18.07213,-93.08792,335.09,11.29,n,D,2024-04-02,2024,4,18,1,Alto
17.94621,-93.65231,313.23,0.56,n,N,2025-03-20,2025,3,7,0,Bajo
15.94568,-92.83187,308.25,1.68,n,N,2024-04-22,2024,4,7,0,Bajo
16.72927,-92.87021,318.8,2.19,n,N,2023-04-27,2023,4,7,0,Bajo
25.63682,-99.70584,342.01,13.47,n,D,2024-02-03,2024,2,20,2,Medio
19.91148,-89.82859,341.0,9.85,n,D,2024-06-04,2024,6,18,1,Alto
21.08724,-88.66969,335.44,11.05,n,D,2024-04-23,2024,4,18,1,Alto
16.74834,-90.96049,305.36,0.77,n,N,2024-05-04,2024,5,7,0,Bajo
17.54798,-101.30519,338.37,5.57,n,D,2023-02-26,2023,2,20,1,Alto
18.44497,-102.91833,328.97,5.99,n,N,2024-04-01,2024,4,9,0,Bajo
23.24789,-98.38216,343.77,5.74,n,D,2025-04-12,2025,4,19,1,Alto
22.18927,-105.00684,339.57,3.13,l,D,2024-05-03,2024,5,20,2,Medio
17.39661,-91.43475,309.04,1.49,n,N,2024-06-04,2024,6,7,0,Bajo
30.30916,-115.44308,339.16,3.61,l,D,2025-07-19,2025,7,20,2,Medio
24.40725,-106.60307,332.31,3.42,n,D,2025-05-25,2025,5,19,2,Medio
19.99497,-98.76067,347.91,6.38,n,D,2025-01-27,2025,1,19,1,Alto
17.87607,-92.48863,308.04,0.69,n,N,2024-01-12,2024,1,7,0,Bajo
19.27804,-99.4316,343.33,7.75,n,D,2024-03-10,2024,3,20,1,Alto
16.03096,-97.03012,331.95,1.37,n,D,2024-06-27,2024,6,19,1,Alto
19.80152,-100.77795,326.0,2.43,n,N,2024-05-10,2024,5,8,0,Bajo
26.26323,-108.90324,342.68,6.49,n,D,2024-10-15,2024,10,20,2,Medio
16.67107,-93.16822,339.53,5.2,l,D,2025-03-16,2025,3,19,2,Medio
19.35566,-88.89403,313.94,1.24,n,N,2025-07-12,2025,7,8,0,Bajo
25.59331,-99.93518,308.38,2.09,n,N,2024-08-21,2024,8,8,0,Bajo
17.28358,-100.86427,307.11,1.68,n,N,2024-04-25,2024,4,8,0,Bajo
18.24279,-99.31808,335.51,5.66,n,D,2025-04-30,2025,4,20,1,Alto
20.85962,-101.58724,337.0,10.62,n,D,2023-01-12,2023,1,19,1,Alto
17.93174,-93.63049,334.09,5.54,n,D,2024-10-05,2024,10,18,1,Alto
32.38059,-116.09137,356.24,19.24,n,D,2025-06-26,2025,6,21,2,Medio
21.18268,-104.18321,355.67,19.36,n,D,2023-04-12,2023,4,19,2,Medio
26.4896,-102.99146,321.7,2.57,n,N,2023-06-26,2023,6,8,0,Bajo
18.49327,-90.99615,342.84,7.34,n,D,2023-05-17,2023,5,18,1,Alto
20.50099,-97.59511,330.75,2.37,n,D,2025-03-13,2025,3,19,1,Alto
26.01045,-106.5307,339.25,10.78,n,D,2025-03-18,2025,3,20,2,Medio
18.48583,-91.02715,367.0,13.71,h,D,2023-04-05,2023,4,18,1,Alto
30.49727,-109.62746,336.44,3.55,n,N,2024-12-18,2024,12,9,0,Bajo
16.89318,-98.53691,305.03,1.0,n,N,2024-05-13,2024,5,7,0,Bajo
17.89916,-92.49242,339.28,8.44,n,N,2023-10-27,2023,10,8,0,Bajo
28.61313,-108.12643,330.04,4.8,l,D,2024-04-27,2024,4,20,2,Medio
27.10674,-107.35616,297.67,0.6,n,N,2023-04-11,2023,4,8,0,Bajo
17.74722,-99.51132,300.25,1.22,n,N,2024-06-05,2024,6,7,0,Bajo
18.09678,-93.43326,309.19,0.68,n,N,2025-04-02,2025,4,8,0,Bajo
16.23521,-90.68879,307.16,0.79,n,N,2023-06-07,2023,6,7,0,Bajo
17.23774,-91.88363,336.65,3.47,n,D,2025-06-04,2025,6,19,1,Alto
27.59356,-108.07162,329.29,3.47,n,N,2024-12-19,2024,12,9,0,Bajo
22.68992,-99.47963,296.86,0.72,n,N,2025-03-17,2025,3,8,0,Bajo
19.63365,-104.80009,308.63,2.58,n,N,2023-05-27,2023,5,7,0,Bajo
27.39765,-107.39563,302.41,0.98,n,N,2025-06-18,2025,6,9,0,Bajo
18.43392,-92.00904,314.59,3.84,n,N,2025-05-09,2025,5,8,0,Bajo
19.32391,-90.1625,340.95,2.79,n,D,2023-04-20,2023,4,18,1,Alto
22.52099,-105.30515,367.0,19.93,h,D,2024-05-21,2024,5,19,1,Alto
27.69755,-108.92072,329.73,2.36,n,N,2024-06-11,2024,6,8,0,Bajo
21.34699,-104.28199,367.0,16.69,h,D,2025-05-16,2025,5,20,1,Alto
21.11716,-104.52322,345.53,8.65,n,D,2023-05-14,2023,5,19,2,Medio
20.49517,-88.3877,333.52,8.32,n,D,2024-06-04,2024,6,18,1,Alto
17.74018,-93.06701,338.04,5.87,n,D,2024-05-29,2024,5,18,1,Alto
25.13664,-107.14219,331.77,4.85,n,N,2025-04-17,2025,4,8,0,Bajo
25.69641,-100.30312,306.57,1.49,n,N,2024-07-22,2024,7,7,0,Bajo
21.59839,-104.43875,308.74,1.34,n,N,2024-05-07,2024,5,8,0,Bajo
17.89531,-92.48833,335.02,13.26,n,D,2023-12-31,2023,12,19,1,Alto
16.77103,-99.637,332.12,2.58,n,D,2023-03-03,2023,3,20,1,Alto
21.18313,-104.29954,341.15,14.76,n,D,2023-04-28,2023,4,19,2,Medio
26.44694,-107.07903,367.0,16.19,h,D,2024-05-29,2024,5,20,1,Alto
17.91005,-93.52113,299.5,0.76,n,N,2025-12-26,2025,12,7,0,Bajo
19.2794,-89.5999,367.0,9.55,h,D,2024-05-05,2024,5,19,1,Alto
16.57271,-92.19399,336.01,7.61,n,D,2024-03-09,2024,3,19,1,Alto
25.39474,-100.22747,336.34,1.99,n,N,2024-05-25,2024,5,9,0,Bajo
22.25818,-97.81133,300.76,1.66,n,N,2023-02-12,2023,2,8,0,Bajo
20.72638,-103.49148,336.2,4.14,n,D,2024-08-08,2024,8,20,2,Medio
17.79807,-92.35445,334.03,2.33,n,D,2023-05-09,2023,5,19,1,Alto
18.53032,-91.32738,335.59,10.36,n,D,2023-03-16,2023,3,19,1,Alto
21.98385,-105.09327,351.89,13.85,n,D,2025-05-24,2025,5,19,2,Medio
17.63251,-101.52167,347.34,10.01,n,D,2025-05-03,2025,5,19,1,Alto
23.62412,-106.03596,305.68,1.88,n,N,2024-04-29,2024,4,8,0,Bajo
20.046,-99.28927,314.8,3.6,n,N,2025-03-03,2025,3,7,0,Bajo
16.0247,-93.31384,343.77,9.31,l,D,2023-06-11,2023,6,19,2,Medio
24.29882,-107.23225,337.26,6.12,l,D,2023-06-18,2023,6,20,2,Medio
25.33082,-106.60985,317.11,0.85,n,N,2023-06-14,2023,6,8,0,Bajo
26.67548,-107.85715,305.15,2.04,n,N,2025-06-06,2025,6,7,0,Bajo
16.20458,-95.16728,348.7,13.74,n,D,2024-03-20,2024,3,19,1,Alto
20.05383,-104.73362,336.49,2.32,n,N,2024-04-19,2024,4,8,0,Bajo
19.43667,-89.34002,367.0,182.47,l,D,2023-04-01,2023,4,19,2,Medio
20.94496,-89.66434,307.54,4.43,n,N,2025-05-29,2025,5,7,0,Bajo
17.84319,-93.11768,367.0,7.21,h,N,2025-08-02,2025,8,8,1,Alto
16.20088,-90.54448,352.77,4.48,n,D,2023-06-13,2023,6,18,1,Alto
22.85929,-105.54139,337.19,4.38,l,D,2024-05-03,2024,5,20,2,Medio
23.13194,-105.44802,335.21,2.33,n,D,2023-06-20,2023,6,19,2,Medio
29.74995,-108.59942,343.69,18.46,n,D,2025-05-07,2025,5,20,2,Medio
18.21745,-91.88516,367.0,15.23,h,D,2024-06-05,2024,6,18,1,Alto
19.6717,-103.37859,298.08,1.11,n,N,2023-11-25,2023,11,9,0,Bajo
16.8484,-93.92824,311.71,0.97,n,N,2024-05-08,2024,5,7,0,Bajo
23.57101,-106.24192,333.42,3.81,l,D,2025-04-02,2025,4,21,2,Medio
17.49554,-92.16935,340.56,5.21,n,D,2024-04-30,2024,4,19,1,Alto
22.49821,-103.34061,343.63,8.12,n,D,2025-04-23,2025,4,19,2,Medio
19.84727,-88.08521,351.34,8.49,n,D,2024-05-13,2024,5,18,1,Alto
16.99183,-91.94028,348.42,8.91,n,D,2023-04-21,2023,4,18,1,Alto
24.29105,-107.22231,304.8,0.75,n,N,2023-07-21,2023,7,8,0,Bajo
19.4557,-89.75928,346.53,9.21,n,D,2024-04-25,2024,4,19,1,Alto
22.31922,-99.4162,305.29,0.95,n,N,2024-04-11,2024,4,7,0,Bajo
28.82178,-108.3813,355.18,10.84,n,D,2024-06-09,2024,6,20,2,Medio
22.31374,-105.66473,339.23,4.54,n,D,2024-04-27,2024,4,20,2,Medio
17.87733,-92.48701,339.48,3.45,n,D,2025-02-01,2025,2,19,1,Alto
16.40253,-91.20979,341.04,8.15,n,D,2023-05-18,2023,5,20,1,Alto
19.43648,-90.0266,339.73,7.32,l,D,2023-04-04,2023,4,18,2,Medio
20.52565,-100.92471,314.67,2.43,n,N,2025-08-09,2025,8,7,0,Bajo
25.93376,-106.70837,336.81,4.14,n,N,2025-03-11,2025,3,8,0,Bajo
17.87805,-92.48877,344.72,16.76,n,D,2025-06-06,2025,6,19,1,Alto
17.92925,-100.59247,342.73,8.06,l,D,2024-06-06,2024,6,19,2,Medio
20.47573,-102.41338,334.19,2.67,l,D,2025-01-05,2025,1,19,2,Medio
22.85858,-104.71058,336.61,5.67,l,D,2023-06-23,2023,6,20,2,Medio
17.47828,-98.72108,355.03,22.98,n,D,2024-04-30,2024,4,19,1,Alto
25.40763,-100.91348,339.64,4.49,l,D,2025-05-20,2025,5,19,2,Medio
16.0918,-97.58324,301.38,0.32,n,N,2025-03-15,2025,3,8,0,Bajo
17.06978,-92.35576,342.84,8.41,n,D,2025-05-08,2025,5,19,1,Alto
15.77753,-93.38604,335.67,4.36,n,D,2023-04-12,2023,4,19,1,Alto
28.08249,-107.93592,332.29,6.45,n,D,2025-04-02,2025,4,21,2,Medio
20.56887,-98.79977,367.0,22.15,h,D,2024-04-28,2024,4,20,1,Alto
21.03399,-88.61864,308.97,1.22,n,N,2023-03-14,2023,3,7,0,Bajo
18.50948,-102.51665,352.39,12.93,n,D,2024-03-07,2024,3,19,1,Alto
25.84824,-100.09389,308.56,1.59,n,N,2023-12-29,2023,12,8,0,Bajo
21.26173,-102.51154,339.96,3.48,n,N,2023-05-14,2023,5,8,0,Bajo
25.72229,-100.30788,304.67,1.73,n,N,2025-03-08,2025,3,9,0,Bajo
21.36881,-88.64656,330.73,2.85,l,D,2023-05-12,2023,5,18,2,Medio
18.57311,-102.71238,346.98,4.95,n,D,2024-04-05,2024,4,20,1,Alto
16.20289,-95.17216,337.29,3.08,n,D,2024-12-16,2024,12,19,1,Alto
19.36416,-96.48804,333.92,2.08,n,D,2023-02-13,2023,2,19,1,Alto
21.31276,-88.80783,342.61,1.43,n,D,2023-04-12,2023,4,19,1,Alto
30.89315,-109.98256,308.28,1.8,n,N,2025-06-22,2025,6,9,0,Bajo
18.08392,-99.42743,351.43,11.35,n,D,2023-04-18,2023,4,19,1,Alto
17.38904,-91.35867,339.95,5.15,n,D,2023-08-31,2023,8,18,1,Alto
26.24953,-109.0429,339.31,9.69,l,D,2024-09-19,2024,9,20,2,Medio
19.96762,-90.30475,332.18,2.27,l,D,2023-04-15,2023,4,18,2,Medio
18.71488,-99.38034,331.25,2.57,l,D,2025-03-13,2025,3,20,2,Medio
19.71657,-102.87469,351.78,10.27,n,D,2024-05-03,2024,5,20,1,Alto
30.49768,-109.62761,312.19,4.4,n,N,2025-01-20,2025,1,9,0,Bajo
18.13361,-94.2065,304.94,0.45,n,N,2024-04-18,2024,4,7,0,Bajo
19.45137,-90.38375,349.82,28.94,n,D,2024-05-24,2024,5,18,1,Alto
27.42256,-107.86418,367.0,8.31,h,D,2025-05-21,2025,5,20,1,Alto
18.28699,-92.67435,304.95,0.72,n,N,2023-03-24,2023,3,7,0,Bajo
17.96482,-93.65208,367.0,3.14,h,N,2024-10-11,2024,10,7,1,Alto
23.67731,-106.10252,314.24,2.21,n,N,2025-04-23,2025,4,8,0,Bajo
24.19575,-106.22167,303.59,1.41,n,N,2025-04-20,2025,4,9,0,Bajo
19.13801,-89.62484,344.19,6.14,n,D,2024-05-27,2024,5,19,1,Alto
17.28077,-95.78278,320.66,2.1,n,N,2025-04-05,2025,4,7,0,Bajo
30.6539,-110.76383,323.98,2.24,n,N,2023-06-19,2023,6,8,0,Bajo
20.07122,-90.24665,331.07,4.04,l,D,2025-05-17,2025,5,18,2,Medio
17.72249,-93.14969,302.62,0.65,n,N,2025-03-28,2025,3,8,0,Bajo
21.10734,-87.47414,340.35,4.6,n,D,2024-05-15,2024,5,18,1,Alto
16.33123,-91.46909,341.59,9.57,n,D,2023-04-18,2023,4,19,1,Alto
19.92512,-88.79555,343.55,3.71,n,D,2024-05-07,2024,5,19,1,Alto
21.39898,-104.77508,317.99,1.5,n,N,2024-05-02,2024,5,7,0,Bajo
29.59881,-108.08356,335.27,5.89,n,N,2025-05-24,2025,5,8,0,Bajo
21.28658,-100.61266,343.48,19.9,n,D,2023-01-24,2023,1,20,1,Alto
20.1054,-102.85153,340.91,3.47,n,D,2025-03-12,2025,3,19,1,Alto
19.61219,-102.80322,354.67,44.39,n,D,2024-04-17,2024,4,20,1,Alto
18.28532,-91.9363,341.46,3.98,n,D,2025-04-30,2025,4,19,1,Alto
18.79825,-99.17842,306.11,1.13,n,N,2024-02-10,2024,2,8,0,Bajo
17.58002,-92.7793,344.46,2.84,n,D,2024-04-29,2024,4,20,1,Alto
16.68555,-97.70408,339.42,5.9,n,D,2024-05-05,2024,5,19,1,Alto
17.27881,-92.32398,348.26,6.53,n,D,2025-04-20,2025,4,18,1,Alto
18.93522,-98.91629,346.06,16.82,n,D,2025-03-17,2025,3,19,1,Alto
18.31187,-92.30845,290.04,58.47,l,D,2025-06-11,2025,6,19,2,Medio
17.73197,-101.37853,349.2,8.89,n,D,2024-05-20,2024,5,20,1,Alto
18.39142,-92.82915,331.65,4.32,n,D,2023-01-29,2023,1,19,1,Alto
20.09202,-105.29159,329.59,1.71,n,D,2025-11-24,2025,11,20,2,Medio
18.64356,-92.16978,338.23,12.87,n,N,2023-07-10,2023,7,7,0,Bajo
24.9301,-106.24547,301.9,4.12,n,N,2025-05-22,2025,5,9,0,Bajo
18.89161,-102.14951,344.26,15.0,n,D,2025-04-28,2025,4,19,1,Alto
21.38995,-103.74944,354.5,11.52,n,D,2024-05-24,2024,5,20,2,Medio
25.09115,-106.97356,337.5,6.78,n,D,2025-06-17,2025,6,20,2,Medio
18.45978,-91.18998,350.81,6.19,n,D,2024-04-26,2024,4,19,1,Alto
16.76525,-92.89577,330.9,2.17,n,D,2025-05-18,2025,5,20,1,Alto
18.64734,-99.159,340.43,4.93,n,D,2024-01-14,2024,1,19,1,Alto
25.25085,-107.09079,332.65,13.72,n,D,2025-04-14,2025,4,20,2,Medio
24.27121,-106.154,340.98,14.53,l,D,2025-05-01,2025,5,20,2,Medio
19.32325,-104.71671,336.43,5.97,n,D,2024-06-14,2024,6,20,1,Alto
16.47467,-97.64598,349.83,6.5,n,D,2023-06-09,2023,6,19,1,Alto
19.26273,-98.3222,340.31,15.1,l,D,2024-03-19,2024,3,19,2,Medio
21.04021,-104.48206,333.86,5.31,n,D,2025-06-10,2025,6,19,2,Medio
20.57635,-103.68848,344.88,15.66,n,D,2025-05-17,2025,5,20,1,Alto
19.23173,-101.26559,348.42,9.14,n,D,2024-05-21,2024,5,19,1,Alto
20.33864,-105.15505,309.4,3.09,n,N,2023-04-30,2023,4,9,0,Bajo
19.5561,-104.01384,296.66,1.32,n,N,2024-03-10,2024,3,9,0,Bajo
