latitude,longitude,brightness,frp,confidence,daynight,acq_date,anio,mes,hora,cluster,riesgo
17.90059,-93.1802,334.99,5.7,n,N,2025-10-29,2025,10,7,0,Bajo
23.26196,-104.84451,297.55,2.25,n,N,2025-05-16,2025,5,7,0,Bajo
20.64179,-100.42373,305.2,0.63,n,N,2025-04-23,2025,4,8,0,Bajo
17.88645,-92.86868,347.29,6.47,n,D,2024-03-03,2024,3,19,1,Alto
18.4349,-90.73805,323.68,1.91,n,N,2023-04-19,2023,4,8,0,Bajo
18.04226,-100.26805,314.18,4.08,n,N,2023-03-25,2023,3,7,0,Bajo
18.38133,-91.98101,342.79,4.68,n,D,2023-06-20,2023,6,19,1,Alto
19.41357,-89.24529,367.0,43.34,h,D,2023-01-21,2023,1,20,1,Alto
29.17871,-114.32432,367.0,14.44,h,D,2023-07-17,2023,7,21,2,Medio
27.51902,-109.28398,367.0,11.47,h,D,2023-04-23,2023,4,21,1,Alto
18.16355,-102.56303,331.3,3.55,n,D,2024-04-10,2024,4,19,1,Alto
24.38048,-106.14301,327.02,1.65,n,N,2024-06-11,2024,6,8,0,Bajo
19.18794,-96.25522,331.85,3.19,n,D,2024-03-14,2024,3,19,1,Alto
17.20858,-99.6504,348.81,3.17,n,D,2024-04-14,2024,4,19,1,Alto
16.29557,-95.50423,341.15,9.34,n,D,2023-04-30,2023,4,19,1,Alto
16.90928,-93.95348,313.94,1.77,n,N,2025-05-07,2025,5,7,0,Bajo
18.59601,-100.50985,334.49,3.57,n,N,2024-05-01,2024,5,8,0,Bajo
16.83636,-99.4063,342.06,7.71,n,D,2023-06-12,2023,6,20,1,Alto
17.82541,-100.37989,337.69,3.82,n,D,2024-05-26,2024,5,19,1,Alto
15.97864,-96.42617,330.27,2.2,n,N,2025-05-06,2025,5,7,0,Bajo
19.96587,-88.67236,332.22,7.79,n,D,2023-03-22,2023,3,19,1,Alto
17.46963,-98.78638,305.5,2.15,n,N,2024-03-21,2024,3,7,0,Bajo
17.93529,-102.21519,306.19,1.39,n,N,2024-03-08,2024,3,8,0,Bajo
26.52846,-107.65904,324.86,4.95,n,N,2025-05-10,2025,5,8,0,Bajo
31.46272,-116.17039,340.92,35.69,n,D,2025-01-24,2025,1,20,2,Medio
20.96784,-89.82593,325.12,3.0,n,N,2023-03-01,2023,3,8,0,Bajo
23.6209,-106.11832,350.51,6.47,n,D,2025-02-22,2025,2,19,2,Medio
16.99804,-95.0692,346.54,10.29,n,D,2024-05-07,2024,5,19,1,Alto
23.24574,-98.13837,341.75,7.07,n,D,2024-05-16,2024,5,19,1,Alto
26.14654,-107.33533,322.15,2.08,n,N,2023-06-13,2023,6,9,0,Bajo
17.75903,-92.92062,367.0,8.27,h,N,2025-12-07,2025,12,7,1,Alto
19.68701,-101.71312,314.05,1.55,n,N,2024-04-05,2024,4,8,0,Bajo
17.62642,-99.70267,330.19,3.23,n,D,2024-05-09,2024,5,20,1,Alto
25.83517,-100.25812,321.84,3.82,n,N,2025-01-24,2025,1,7,0,Bajo
20.05939,-102.00661,367.0,26.52,h,D,2023-04-26,2023,4,20,1,Alto
31.34479,-115.8336,336.9,123.48,n,D,2023-10-05,2023,10,19,2,Medio
17.44946,-93.77023,345.84,3.45,n,D,2024-05-06,2024,5,19,1,Alto
25.24996,-101.08088,347.97,11.99,n,N,2025-03-06,2025,3,8,0,Bajo
26.55334,-106.97063,334.23,4.06,l,D,2024-05-28,2024,5,21,2,Medio
19.06058,-96.20812,348.24,11.96,n,D,2025-05-03,2025,5,19,1,Alto
24.29677,-105.94837,314.3,3.57,n,N,2024-05-12,2024,5,8,0,Bajo
21.12956,-102.49348,343.25,7.87,n,D,2023-03-06,2023,3,19,1,Alto
18.20447,-94.00394,297.89,2.77,n,N,2024-01-30,2024,1,8,0,Bajo
26.24976,-107.53582,350.64,6.8,n,D,2023-06-13,2023,6,20,2,Medio
19.41339,-103.1051,347.28,11.86,n,D,2025-05-19,2025,5,19,1,Alto
16.53054,-93.53777,332.96,11.49,n,D,2023-05-23,2023,5,18,1,Alto
18.40996,-102.51391,297.87,2.72,n,N,2025-02-26,2025,2,7,0,Bajo
18.77512,-90.63557,337.86,6.8,l,D,2023-03-28,2023,3,19,2,Medio
17.83613,-101.47753,334.06,2.79,n,D,2023-06-03,2023,6,20,1,Alto
18.46114,-102.05737,356.29,20.96,n,D,2025-05-22,2025,5,20,1,Alto
17.36131,-98.17279,367.0,35.48,h,D,2024-03-16,2024,3,20,1,Alto
17.73447,-99.47835,304.51,0.8,n,N,2024-04-21,2024,4,8,0,Bajo
24.17383,-106.16218,300.1,0.74,n,N,2025-02-04,2025,2,9,0,Bajo
16.37742,-92.30896,346.45,27.18,n,D,2024-04-16,2024,4,19,1,Alto
17.75642,-92.91109,301.29,0.63,n,N,2025-12-25,2025,12,8,0,Bajo
16.45899,-93.6199,333.23,6.13,n,D,2024-04-08,2024,4,19,1,Alto
18.63639,-92.51044,355.08,7.33,n,N,2025-06-03,2025,6,7,1,Alto
17.62121,-95.30006,337.84,2.38,n,D,2024-04-27,2024,4,18,1,Alto
24.06082,-106.62032,350.42,7.89,n,D,2025-04-14,2025,4,20,2,Medio
31.80638,-116.07008,319.69,2.19,n,N,2025-01-23,2025,1,9,0,Bajo
19.41952,-102.56479,348.81,7.04,n,D,2023-05-27,2023,5,20,1,Alto
22.48061,-104.47688,356.51,7.39,n,D,2025-05-10,2025,5,20,2,Medio
24.24294,-105.86716,340.6,12.21,n,D,2025-05-04,2025,5,21,2,Medio
18.03739,-101.68336,331.09,5.14,n,D,2025-05-21,2025,5,20,1,Alto
28.23105,-108.78629,337.55,15.29,n,D,2024-06-08,2024,6,20,2,Medio
23.11929,-105.44906,334.31,1.25,n,D,2023-06-20,2023,6,19,2,Medio
23.76676,-98.66867,348.13,12.09,n,D,2024-01-27,2024,1,19,2,Medio
20.07755,-90.19897,338.51,2.99,l,D,2024-03-26,2024,3,18,2,Medio
25.27319,-106.91399,340.14,3.92,n,D,2025-05-16,2025,5,20,2,Medio
28.08525,-107.93001,303.85,3.08,n,N,2025-04-02,2025,4,8,0,Bajo
19.11382,-90.62235,349.63,5.07,n,D,2024-05-28,2024,5,19,1,Alto
16.82256,-94.71053,349.72,11.34,n,D,2024-06-28,2024,6,19,1,Alto
23.33476,-105.39144,312.12,1.37,n,N,2023-05-30,2023,5,8,0,Bajo
24.9215,-100.70515,296.32,0.71,n,N,2025-01-23,2025,1,8,0,Bajo
17.83839,-93.10261,297.43,0.58,n,N,2024-12-23,2024,12,7,0,Bajo
19.60018,-103.00313,367.0,5.56,h,N,2024-04-11,2024,4,7,1,Alto
26.0958,-107.05917,354.75,11.79,n,D,2025-06-05,2025,6,21,2,Medio
23.55408,-105.51912,302.71,1.04,n,N,2023-06-21,2023,6,8,0,Bajo
16.36138,-96.9181,321.66,7.25,n,N,2025-04-03,2025,4,7,0,Bajo
16.75623,-92.97964,344.84,7.06,n,D,2025-04-23,2025,4,19,1,Alto
18.81742,-91.30347,310.25,1.0,n,N,2024-04-27,2024,4,7,0,Bajo
18.3613,-92.9861,345.13,9.55,n,D,2024-03-27,2024,3,18,1,Alto
18.17435,-95.3808,330.14,3.62,n,D,2024-05-14,2024,5,20,1,Alto
20.1727,-104.87513,332.47,4.75,n,D,2023-06-21,2023,6,19,2,Medio
22.57937,-98.04903,339.27,8.39,l,D,2023-09-08,2023,9,19,2,Medio
27.37996,-110.18845,336.51,13.43,n,D,2023-08-07,2023,8,19,2,Medio
25.60169,-100.91763,303.07,0.88,n,N,2024-08-25,2024,8,8,0,Bajo
19.5618,-97.20371,310.78,6.07,n,N,2023-03-04,2023,3,9,0,Bajo
18.64087,-92.5105,336.29,6.73,n,N,2025-10-27,2025,10,8,0,Bajo
17.90296,-93.18456,367.0,15.97,h,N,2024-05-21,2024,5,8,1,Alto
21.64437,-104.53377,341.83,3.6,n,D,2024-05-05,2024,5,19,2,Medio
21.52839,-98.58918,332.9,3.46,n,D,2024-09-21,2024,9,19,1,Alto
16.70747,-99.01055,339.91,5.62,n,D,2024-05-03,2024,5,20,1,Alto
19.76871,-89.83437,340.75,7.2,n,D,2023-07-06,2023,7,19,1,Alto
20.19094,-89.69395,338.98,5.56,n,D,2024-04-07,2024,4,18,1,Alto
17.85361,-90.50025,345.81,6.32,n,D,2025-05-05,2025,5,19,1,Alto
18.63725,-95.92547,353.13,5.34,n,D,2023-04-09,2023,4,19,1,Alto
18.62977,-95.47459,334.28,1.27,n,D,2025-04-14,2025,4,18,1,Alto
18.07081,-94.36825,367.0,25.07,h,D,2024-12-03,2024,12,18,1,Alto
25.72283,-100.30399,311.77,1.12,n,N,2023-08-29,2023,8,8,0,Bajo
19.47354,-89.40172,334.84,13.04,n,D,2024-04-09,2024,4,19,1,Alto
16.5818,-92.86263,331.68,3.69,n,D,2025-03-08,2025,3,18,1,Alto
18.00568,-93.05422,300.19,0.3,n,N,2025-10-15,2025,10,8,0,Bajo
28.36163,-108.53472,299.79,0.74,n,N,2025-06-20,2025,6,8,0,Bajo
20.05039,-99.27744,300.47,1.19,n,N,2023-04-18,2023,4,8,0,Bajo
19.47185,-89.54162,350.06,15.64,n,D,2023-04-01,2023,4,19,1,Alto
19.30389,-101.12113,323.74,2.68,n,N,2024-04-19,2024,4,8,0,Bajo
18.4883,-91.33583,350.87,11.35,n,D,2025-04-18,2025,4,19,1,Alto
19.45291,-100.30595,333.04,2.98,n,D,2023-04-11,2023,4,20,1,Alto
22.34546,-104.56444,306.44,0.96,n,N,2024-04-30,2024,4,8,0,Bajo
20.01275,-102.24182,334.72,4.19,l,D,2024-01-14,2024,1,19,2,Medio
20.33369,-105.16049,301.9,0.68,n,N,2023-03-26,2023,3,8,0,Bajo
17.97593,-94.52895,308.38,3.93,n,N,2024-04-04,2024,4,8,0,Bajo
17.10072,-97.95609,341.41,3.18,n,D,2024-02-26,2024,2,19,1,Alto
15.87058,-93.03236,302.88,1.56,n,N,2024-03-31,2024,3,7,0,Bajo
17.65569,-93.36292,306.56,1.22,n,N,2025-07-28,2025,7,8,0,Bajo
19.16393,-90.166,345.89,9.24,n,D,2025-05-07,2025,5,18,1,Alto
17.90891,-90.48368,341.74,6.38,n,D,2025-05-30,2025,5,19,1,Alto
29.59284,-108.04746,308.59,1.07,n,N,2025-05-23,2025,5,8,0,Bajo
32.24035,-115.10899,296.76,0.36,n,N,2024-10-29,2024,10,9,0,Bajo
20.60438,-89.06726,367.0,10.36,h,D,2024-04-19,2024,4,19,1,Alto
20.04998,-99.28516,299.7,1.38,n,N,2023-03-26,2023,3,8,0,Bajo
17.01734,-98.54146,300.42,0.93,n,N,2024-04-07,2024,4,9,0,Bajo
25.68404,-108.18797,367.0,1.02,l,D,2024-05-14,2024,5,20,2,Medio
19.09306,-98.32051,331.4,2.43,l,D,2023-02-03,2023,2,19,2,Medio
17.89225,-100.24463,337.33,3.58,l,D,2023-05-13,2023,5,20,2,Medio
17.77832,-101.69666,347.28,17.47,n,D,2023-02-09,2023,2,19,1,Alto
20.43955,-103.2048,350.49,30.2,n,D,2023-04-01,2023,4,19,1,Alto
15.40079,-93.05213,338.02,6.31,n,D,2024-05-13,2024,5,18,1,Alto
20.92663,-88.94331,367.0,13.49,h,D,2024-04-19,2024,4,19,1,Alto
17.08148,-100.36475,350.23,12.41,n,D,2025-04-17,2025,4,19,1,Alto
17.00244,-92.94418,349.65,4.19,n,D,2024-05-05,2024,5,19,1,Alto
24.36603,-104.87072,345.09,9.7,n,D,2023-05-10,2023,5,21,2,Medio
19.51182,-89.42597,303.71,0.62,n,N,2023-06-08,2023,6,7,0,Bajo
22.05964,-99.05825,367.0,23.55,h,D,2025-03-15,2025,3,20,1,Alto
18.19343,-91.01317,337.47,3.34,l,D,2023-06-17,2023,6,19,2,Medio
18.14761,-95.8199,329.76,3.23,n,D,2025-08-15,2025,8,18,1,Alto
28.30599,-108.69812,367.0,17.69,h,D,2025-05-13,2025,5,20,1,Alto
20.55498,-90.34268,311.16,2.34,n,N,2024-05-28,2024,5,8,0,Bajo
15.58205,-92.10294,336.98,5.05,n,N,2023-06-02,2023,6,7,0,Bajo
19.9779,-90.2713,331.24,22.92,n,D,2024-04-13,2024,4,18,1,Alto
19.16375,-103.44711,367.0,36.01,h,D,2024-04-11,2024,4,20,1,Alto
17.8399,-93.11492,341.85,65.21,n,D,2025-05-21,2025,5,19,1,Alto
24.50876,-98.4352,336.98,4.19,l,D,2025-03-05,2025,3,19,2,Medio
16.52863,-91.72124,367.0,86.68,h,D,2024-05-08,2024,5,18,1,Alto
20.49285,-104.33895,317.66,9.94,n,N,2023-05-11,2023,5,7,0,Bajo
19.02341,-90.4237,337.34,2.82,n,D,2025-05-06,2025,5,18,1,Alto
18.02437,-90.34253,342.91,35.53,n,D,2024-05-23,2024,5,19,1,Alto
22.81759,-103.88607,309.4,2.79,n,N,2024-05-24,2024,5,9,0,Bajo
16.57882,-94.11163,317.42,2.48,n,N,2024-05-27,2024,5,8,0,Bajo
19.50642,-89.47408,329.67,2.62,n,N,2023-03-12,2023,3,8,0,Bajo
18.7084,-102.9763,321.03,1.85,n,N,2023-04-02,2023,4,8,0,Bajo
19.81708,-101.39156,343.62,7.55,n,D,2023-05-03,2023,5,19,1,Alto
21.17837,-88.12427,342.76,22.68,n,D,2025-04-25,2025,4,18,1,Alto
24.29706,-106.46904,348.64,39.34,n,D,2025-05-01,2025,5,20,2,Medio
17.86943,-93.49696,336.85,2.93,n,D,2025-10-28,2025,10,19,1,Alto
18.17335,-101.85403,333.4,3.65,n,D,2024-06-17,2024,6,19,1,Alto
21.05655,-87.88857,335.21,4.73,n,D,2024-03-29,2024,3,19,1,Alto
18.56542,-88.96303,352.07,17.27,n,D,2024-04-25,2024,4,19,1,Alto
17.96815,-100.41475,339.31,4.41,l,D,2025-05-06,2025,5,20,2,Medio
25.80772,-100.06329,330.96,37.26,n,N,2025-04-13,2025,4,8,0,Bajo
22.93698,-102.32316,338.79,6.91,n,D,2025-01-30,2025,1,20,2,Medio
17.83607,-93.12183,302.77,1.0,n,N,2023-08-13,2023,8,8,0,Bajo
20.29468,-101.40516,356.17,24.75,n,D,2025-05-12,2025,5,20,1,Alto
16.03954,-92.95616,347.17,2.96,n,D,2023-04-27,2023,4,20,1,Alto
18.98547,-88.84556,335.44,6.85,n,D,2023-05-09,2023,5,19,1,Alto
18.09024,-94.04881,303.85,16.83,n,N,2023-01-03,2023,1,7,0,Bajo
20.0851,-102.10393,307.73,2.13,n,N,2024-05-03,2024,5,7,0,Bajo
16.12993,-92.86189,367.0,56.34,l,D,2025-05-15,2025,5,19,2,Medio
19.85594,-89.28158,343.98,43.41,n,D,2024-05-16,2024,5,19,1,Alto
17.57651,-91.26977,330.52,2.11,l,D,2023-04-23,2023,4,19,2,Medio
17.36874,-92.58519,334.62,24.51,n,D,2023-04-23,2023,4,19,1,Alto
20.17002,-104.76895,343.56,12.85,n,D,2023-05-23,2023,5,20,1,Alto
30.70832,-110.75095,354.8,87.38,n,D,2023-06-10,2023,6,21,2,Medio
22.23484,-98.02384,301.72,1.06,n,N,2023-02-21,2023,2,7,0,Bajo
23.17241,-99.89788,333.48,4.18,n,D,2024-06-13,2024,6,19,2,Medio
16.45807,-92.42104,298.25,0.56,n,N,2024-04-16,2024,4,7,0,Bajo
16.27733,-92.95842,309.34,1.27,n,N,2024-03-27,2024,3,7,0,Bajo
20.28085,-101.57761,332.2,3.27,l,D,2024-12-16,2024,12,19,2,Medio
18.28226,-101.47488,331.6,2.35,l,D,2024-05-25,2024,5,20,2,Medio
22.99858,-105.6012,308.88,1.94,n,N,2024-04-27,2024,4,9,0,Bajo
16.10095,-92.25037,345.25,7.95,n,D,2023-05-11,2023,5,19,1,Alto
19.26261,-96.89162,341.85,7.44,n,D,2023-10-27,2023,10,19,1,Alto
18.23955,-95.93821,338.84,5.58,l,D,2023-02-28,2023,2,19,2,Medio
25.57569,-99.93519,328.92,2.01,n,N,2024-10-08,2024,10,8,0,Bajo
26.45176,-106.53297,304.41,1.49,n,N,2024-04-26,2024,4,8,0,Bajo
18.82698,-102.81864,354.54,9.74,n,D,2023-07-04,2023,7,20,1,Alto
18.09402,-94.0501,325.51,17.83,n,N,2023-01-04,2023,1,7,0,Bajo
16.91813,-98.34116,340.56,2.19,n,D,2023-05-08,2023,5,19,1,Alto
28.27038,-108.5946,304.59,1.26,n,N,2025-05-22,2025,5,9,0,Bajo
20.07259,-89.11874,309.12,1.34,n,N,2024-05-20,2024,5,7,0,Bajo
17.73326,-92.87882,335.91,14.64,n,D,2025-07-17,2025,7,19,1,Alto
20.06436,-90.02835,349.93,17.81,n,D,2025-04-18,2025,4,19,1,Alto
19.25167,-100.2853,314.32,4.73,n,N,2024-04-29,2024,4,8,0,Bajo
19.39036,-104.60673,343.72,6.42,n,D,2024-05-29,2024,5,20,1,Alto
17.04995,-100.01738,345.99,7.22,n,D,2024-05-15,2024,5,20,1,Alto
16.48947,-97.6621,347.76,4.51,n,D,2023-05-09,2023,5,19,1,Alto
20.02628,-100.25945,337.9,7.03,l,D,2025-02-06,2025,2,19,2,Medio
27.02975,-103.37292,304.54,0.98,n,N,2025-06-12,2025,6,9,0,Bajo
19.41778,-90.11116,347.83,13.63,l,D,2024-05-27,2024,5,19,2,Medio
20.18155,-89.99751,332.88,8.79,l,D,2023-04-10,2023,4,18,2,Medio
23.58972,-98.68831,367.0,11.99,h,D,2023-08-31,2023,8,19,1,Alto
27.03751,-108.22261,299.22,0.61,n,N,2024-01-29,2024,1,8,0,Bajo
22.9991,-99.0811,347.05,9.47,n,D,2023-01-11,2023,1,19,1,Alto
20.3121,-90.08832,349.17,9.27,n,D,2024-04-16,2024,4,19,1,Alto
19.31097,-104.71336,347.46,6.79,n,D,2023-05-29,2023,5,20,1,Alto
21.42694,-104.05026,328.42,2.51,n,N,2023-05-30,2023,5,8,0,Bajo
22.96059,-104.74175,335.37,1.8,l,D,2024-04-23,2024,4,20,2,Medio
19.3581,-89.3083,343.53,13.3,n,D,2025-04-18,2025,4,19,1,Alto
18.08344,-100.15664,328.23,2.07,n,N,2024-03-24,2024,3,8,0,Bajo
26.97514,-109.81111,335.74,5.31,n,D,2023-08-14,2023,8,21,2,Medio
17.89757,-93.18166,367.0,9.1,h,D,2023-03-30,2023,3,18,1,Alto
23.27413,-105.28249,367.0,20.22,h,D,2023-06-16,2023,6,21,1,Alto
25.57856,-99.93855,309.81,1.77,n,N,2023-07-06,2023,7,8,0,Bajo
19.47491,-89.70857,336.62,14.69,n,D,2025-04-05,2025,4,20,1,Alto
16.74836,-93.49905,367.0,96.62,l,D,2025-02-13,2025,2,19,2,Medio
18.63922,-92.50928,347.01,10.77,n,N,2024-02-11,2024,2,8,1,Alto
21.96696,-105.19514,348.71,7.82,l,D,2024-04-30,2024,4,19,2,Medio
25.4897,-103.39899,314.64,3.38,n,N,2024-08-08,2024,8,8,0,Bajo
18.39681,-91.33485,338.77,8.67,n,D,2023-04-05,2023,4,20,1,Alto
20.1642,-101.69751,334.65,4.73,l,D,2023-01-05,2023,1,20,2,Medio
21.19538,-101.78159,330.0,4.47,n,D,2025-12-03,2025,12,19,1,Alto
18.17968,-91.13583,347.76,13.81,n,D,2023-05-09,2023,5,19,1,Alto
32.08525,-114.98584,340.85,6.1,l,D,2024-09-16,2024,9,21,2,Medio
19.3913,-89.67846,353.72,7.96,n,D,2024-04-21,2024,4,19,1,Alto
17.89475,-93.19185,306.7,10.74,n,N,2024-04-19,2024,4,8,0,Bajo
17.11651,-98.56578,301.7,2.37,n,N,2024-05-24,2024,5,7,0,Bajo
19.8381,-96.50677,342.1,7.1,l,D,2025-05-20,2025,5,19,2,Medio
19.19429,-90.65025,344.29,15.9,n,D,2024-05-11,2024,5,19,1,Alto
20.76982,-104.44238,349.37,9.58,n,D,2024-05-20,2024,5,20,2,Medio
17.87528,-90.4285,342.33,11.02,l,D,2023-04-08,2023,4,19,2,Medio
23.03014,-105.83044,334.46,2.1,l,D,2023-05-09,2023,5,19,2,Medio
16.25504,-92.99689,367.0,15.84,h,D,2024-03-06,2024,3,20,1,Alto
18.65645,-95.86881,308.2,1.23,n,N,2025-05-14,2025,5,8,0,Bajo
18.27813,-90.83086,333.92,1.99,l,D,2023-04-02,2023,4,19,2,Medio
16.75816,-94.02331,345.94,5.19,n,N,2024-05-12,2024,5,8,1,Alto
25.27558,-107.11436,349.67,12.73,n,D,2025-04-19,2025,4,20,2,Medio
18.62485,-92.50996,317.57,1.81,n,N,2025-02-13,2025,2,8,0,Bajo
18.42192,-93.18288,346.7,7.58,n,D,2024-08-24,2024,8,20,1,Alto
18.06941,-90.24809,297.42,0.61,n,N,2025-05-28,2025,5,7,0,Bajo
18.87935,-90.89252,346.33,17.23,n,D,2024-04-17,2024,4,18,1,Alto
21.68817,-100.2253,325.61,3.84,n,N,2024-05-10,2024,5,8,0,Bajo
29.72416,-108.40604,321.03,1.27,n,N,2024-06-05,2024,6,8,0,Bajo
18.15549,-102.688,332.59,2.44,n,D,2024-06-17,2024,6,19,1,Alto
18.76752,-96.27483,367.0,14.29,h,D,2023-04-04,2023,4,18,1,Alto
17.48067,-99.7164,351.02,8.69,n,D,2024-04-20,2024,4,19,1,Alto
28.17309,-108.04073,341.75,4.06,n,N,2025-06-09,2025,6,8,0,Bajo
28.16319,-108.62394,350.02,5.69,n,D,2025-03-12,2025,3,21,2,Medio
23.34262,-98.37222,356.52,9.52,n,D,2025-04-13,2025,4,19,1,Alto
17.95569,-92.79429,332.27,1.96,l,D,2024-05-13,2024,5,18,2,Medio
29.77267,-110.94415,295.3,0.31,n,N,2024-05-03,2024,5,9,0,Bajo
19.14043,-90.19414,337.64,8.7,l,D,2023-04-02,2023,4,19,2,Medio
16.68345,-93.34342,330.01,10.86,n,D,2023-04-21,2023,4,18,1,Alto
27.50977,-113.37966,306.51,1.38,n,N,2025-04-16,2025,4,8,0,Bajo
18.12162,-89.47916,340.91,3.92,n,D,2025-03-13,2025,3,18,1,Alto
18.60914,-96.09067,309.48,2.44,n,N,2023-03-29,2023,3,7,0,Bajo
18.60752,-100.74865,343.87,5.17,l,D,2023-05-13,2023,5,20,2,Medio
22.47462,-100.38084,296.84,1.42,n,N,2023-12-17,2023,12,9,0,Bajo
21.24934,-88.31797,337.92,10.87,n,D,2025-06-02,2025,6,18,1,Alto
17.89059,-99.79869,342.44,8.97,n,D,2023-04-30,2023,4,19,1,Alto
18.41391,-91.66797,367.0,13.78,h,D,2024-04-27,2024,4,18,1,Alto
29.0269,-111.00727,307.46,0.55,n,N,2024-09-24,2024,9,9,0,Bajo
17.96442,-100.01667,344.14,11.21,l,D,2024-05-04,2024,5,20,2,Medio
18.76819,-91.15086,339.37,3.17,n,D,2024-05-28,2024,5,19,1,Alto
17.65633,-93.35902,321.09,3.05,n,N,2024-05-28,2024,5,8,0,Bajo
16.29655,-94.06886,357.54,36.97,n,D,2024-01-30,2024,1,19,1,Alto
21.05985,-100.53796,350.84,7.43,n,D,2023-05-29,2023,5,20,1,Alto
21.35758,-88.59596,347.69,8.02,n,D,2023-05-06,2023,5,18,1,Alto
20.20609,-89.1927,355.14,10.92,n,D,2025-04-22,2025,4,19,1,Alto
32.45889,-116.61092,337.86,14.93,n,N,2025-01-23,2025,1,9,2,Medio
20.2422,-100.76231,347.69,11.93,n,D,2025-02-25,2025,2,19,1,Alto
16.5052,-98.09551,356.96,21.98,n,D,2023-05-11,2023,5,20,1,Alto
16.43482,-98.47083,334.63,3.66,n,D,2025-05-09,2025,5,19,1,Alto
20.29698,-101.56512,341.68,3.13,n,D,2024-01-04,2024,1,19,1,Alto
25.59057,-99.94534,304.27,1.98,n,N,2025-03-17,2025,3,8,0,Bajo
18.88756,-99.55661,349.8,9.2,n,D,2024-05-11,2024,5,19,1,Alto
32.51802,-114.94098,309.03,0.97,n,N,2025-08-08,2025,8,9,0,Bajo
20.30931,-89.06473,349.22,5.57,n,D,2024-04-27,2024,4,19,1,Alto
26.40216,-106.6969,315.42,1.06,n,N,2024-06-06,2024,6,8,0,Bajo
20.61024,-97.9897,336.96,5.7,n,D,2024-06-15,2024,6,20,1,Alto
18.16364,-92.88929,339.01,9.6,n,D,2025-05-13,2025,5,19,1,Alto
24.30766,-107.08746,340.61,3.84,n,D,2025-03-15,2025,3,20,2,Medio
27.85733,-107.57925,330.83,4.4,n,D,2023-06-11,2023,6,21,2,Medio
21.00802,-88.70267,352.26,14.64,n,D,2025-04-10,2025,4,18,1,Alto
17.89118,-93.19242,325.73,3.57,n,N,2023-09-26,2023,9,8,0,Bajo
21.99399,-104.16421,354.6,15.35,n,D,2025-03-20,2025,3,20,2,Medio
20.97509,-105.11388,336.13,3.0,l,D,2024-05-20,2024,5,20,2,Medio
20.94744,-88.30978,350.85,25.23,n,D,2023-05-05,2023,5,19,1,Alto
29.77059,-108.55704,367.0,14.22,h,D,2025-05-11,2025,5,20,1,Alto
16.61562,-92.23619,355.69,12.09,n,D,2024-04-02,2024,4,20,1,Alto
16.51804,-91.91879,298.53,0.69,n,N,2024-05-04,2024,5,7,0,Bajo
17.94222,-93.28175,304.75,0.99,n,N,2023-02-01,2023,2,7,0,Bajo
30.4935,-109.62779,331.51,3.31,n,D,2024-02-08,2024,2,20,2,Medio
18.78832,-100.82703,338.41,6.54,l,D,2024-04-20,2024,4,19,2,Medio
17.28189,-99.70527,313.89,3.28,n,N,2023-05-15,2023,5,8,0,Bajo
17.87103,-93.49905,330.66,3.57,n,N,2023-08-20,2023,8,7,0,Bajo
22.96845,-104.30164,311.05,1.08,n,N,2024-06-12,2024,6,8,0,Bajo
20.52039,-87.33086,309.81,2.65,n,N,2024-06-05,2024,6,7,0,Bajo
19.35477,-90.16473,335.36,3.22,n,D,2023-06-19,2023,6,18,1,Alto
18.28354,-91.86634,305.65,1.52,n,N,2023-05-28,2023,5,7,0,Bajo
16.23622,-91.87695,335.91,3.64,n,D,2024-05-22,2024,5,19,1,Alto
22.3626,-104.35519,314.28,1.77,n,N,2023-06-19,2023,6,8,0,Bajo
21.22218,-89.2471,335.41,2.81,n,D,2025-05-17,2025,5,18,1,Alto
23.33599,-98.37093,309.75,2.61,n,N,2025-04-13,2025,4,8,0,Bajo
16.66707,-93.6188,346.86,7.06,n,D,2023-04-14,2023,4,19,1,Alto
26.30865,-107.61964,345.45,4.11,n,D,2025-05-14,2025,5,19,2,Medio
32.40849,-116.41478,356.26,70.34,n,D,2024-07-07,2024,7,20,2,Medio
17.58814,-101.06158,344.7,9.19,n,D,2024-04-20,2024,4,19,1,Alto
16.40947,-93.67727,333.27,5.93,n,D,2024-03-17,2024,3,20,1,Alto
19.2911,-104.29297,354.61,6.99,n,D,2024-05-23,2024,5,20,1,Alto
29.10716,-111.05535,308.3,0.81,n,N,2025-01-20,2025,1,9,0,Bajo
17.83803,-93.11076,302.25,1.22,n,N,2025-03-27,2025,3,8,0,Bajo
26.24351,-107.51274,350.09,25.17,n,D,2023-05-13,2023,5,20,2,Medio
22.52632,-98.40379,367.0,41.73,l,D,2025-03-14,2025,3,20,2,Medio
18.83673,-97.27795,308.79,1.23,n,N,2023-12-18,2023,12,8,0,Bajo
17.84399,-93.11785,345.88,19.95,n,D,2023-02-16,2023,2,20,1,Alto
16.56088,-94.38452,307.35,2.06,n,N,2024-04-12,2024,4,7,0,Bajo
20.4538,-103.71795,325.43,5.09,n,N,2023-04-29,2023,4,8,0,Bajo
30.88521,-109.87832,303.44,2.01,n,N,2025-06-30,2025,6,8,0,Bajo
19.41283,-89.61093,336.44,5.09,l,D,2024-04-26,2024,4,19,2,Medio
15.92629,-92.85158,314.79,1.79,n,N,2024-04-21,2024,4,8,0,Bajo
